,WR,distances,corr
1978-05-09,5,2.619092027188421,
1978-05-10,5,3.122753830463841,
1978-05-11,4,3.5279760037578587,0.3197410583377525
1978-05-12,4,3.8494342935815897,0.40717348211493903
1978-05-13,4,3.9538756569490436,0.43599507847902064
1978-05-14,4,3.840482423101764,0.4068961137567238
1978-05-15,4,3.6619005070925326,0.3052810600967652
1978-05-16,1,3.302315274853898,0.6289884431280245
1978-05-17,1,3.0094589793965043,0.6867236535129088
1978-05-18,1,3.023643172236559,0.6426651495675556
1978-05-19,1,3.242351599682234,0.5232702561020736
1978-05-20,1,3.5228764340149072,0.3476567958575829
1978-05-21,1,3.7596196321424977,0.13736761085041013
1978-05-22,1,3.8586679621283317,-0.06663838740329323
1978-05-23,5,3.663369752174677,
1978-05-24,5,3.2073383845643786,
1978-05-25,5,2.671166539433695,
1978-05-26,1,2.2702074941217107,0.15567816085674338
1978-05-27,1,2.152873032320755,0.46307382649342954
1978-05-28,1,2.434761121235885,0.6334464646098596
1978-05-29,1,2.7778176304243942,0.7137155777688207
1978-05-30,1,2.9747115593733504,0.7416016858669991
1978-05-31,1,3.0559810641176437,0.717351748614003
1978-06-01,1,3.1881482978422526,0.6234634427609718
1978-06-02,1,3.480729124120371,0.46422567500453216
1978-06-03,2,3.745198326753408,0.28880878036367563
1978-06-04,2,3.81631354622018,0.35135823848428466
1978-06-05,2,3.7854695599724533,0.39999994531087174
1978-06-06,2,3.6618731387562455,0.431917032189374
1978-06-07,2,3.5280313136978365,0.4392546964395964
1978-06-08,2,3.4301732876466717,0.42252062105307037
1978-06-09,2,3.3037305326171307,0.39777276604599227
1978-06-10,2,3.0340868562826278,0.38525198407596284
1978-06-11,2,2.5892054828845867,0.3989652387086979
1978-06-12,2,2.1386870586682294,0.43238882912619775
1978-06-13,2,2.0788826217874408,0.41808800805959423
1978-06-14,2,2.5672851626683237,0.33241573537778013
1978-06-15,4,3.191110749907882,0.3321207502274593
1978-06-16,4,3.7324125818037763,0.3165251570023692
1978-06-17,4,4.109931855498818,0.3140589858093077
1978-06-18,4,4.339236844480749,0.3187889137126465
1978-06-19,4,4.460971345012467,0.32609528466479726
1978-06-20,4,4.472003292657975,0.33441856239826584
1978-06-21,4,4.330126732288153,0.34453897217952306
1978-06-22,4,4.020348210799624,0.35615662146558946
1978-06-23,4,3.6173970994286297,0.36327235449511347
1978-06-24,4,3.279549028748059,0.3522771485803241
1978-06-25,4,3.12840688487301,0.3163027720785825
1978-06-26,2,3.0008617406327733,0.3815923311348216
1978-06-27,2,2.846908986813716,0.3972112619949403
1978-06-28,2,2.7018821958148345,0.36835425326994886
1978-06-29,4,2.7083400348415623,0.3767443621737285
1978-06-30,4,2.723707023420125,0.4613801572435362
1978-07-01,4,2.9735063894902014,0.5036822287711593
1978-07-02,4,3.278805317833563,0.51650849728746
1978-07-03,4,3.4574382863113313,0.5188973647799551
1978-07-04,4,3.470718542453296,0.5093322982911296
1978-07-05,4,3.4202533056855917,0.4744186075919979
1978-07-06,4,3.4416917925401886,0.40501060905007213
1978-07-07,4,3.5548844386545397,0.31524525180514334
